phase,lookback_n,max_width_pct,atr_mult,retest_max_bars,retest_band_pct,tp1_rr,require_strong_breakout,max_hold_1h,is_n,is_wr,is_e_r_before,is_e_r_after,is_conc_pct,is_top_q,is_q1_n,is_q2_n,is_q3_n,is_q4_n,is_q1_er,is_q2_er,is_q3_er,is_q4_er,is_cluster_n,is_small_n_flag,oos_n,oos_wr,oos_e_r_before,oos_e_r_after,oos_conc_pct,oos_top_q,oos_q1_n,oos_q2_n,oos_q3_n,oos_q4_n,oos_q1_er,oos_q2_er,oos_q3_er,oos_q4_er,oos_cluster_n,oos_small_n_flag,pass_is_er,pass_oos_er,pass_wr,pass_conc_is,pass_conc_oos,pass_small_n_is,pass_small_n_oos,pass_all,reject_reason,cluster_note
combo,20,5,1.5,5,0.005,1.5,false,40,54,54.5455,0.363636,0.263371,43.1517,1,12,11,15,16,0.589008,0.266445,-0.058036,0.337731,2,false,35,53.1250,0.328125,0.237119,47.0209,4,12,3,5,15,-0.416140,1.422617,0.435449,0.440019,2,true,true,true,true,true,true,true,false,false,"oos_small_n_pos>30%:Q2_n=3_share=35.1%","IS_clusters=2(4);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,10,0.003,2.5,false,40,43,39.3939,0.378788,0.236002,58.6264,4,10,8,13,12,-0.398758,0.357409,0.140477,0.573475,1,false,33,45.1613,0.580645,0.464892,44.3868,4,10,3,5,15,-0.769622,2.403845,1.016675,0.754844,3,true,true,true,false,false,true,true,false,false,"is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=32.6%","IS_clusters=1(2);OOS_clusters=3(6);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,5,0.003,2.5,false,40,43,39.3939,0.378788,0.236002,58.6264,4,10,8,13,12,-0.398758,0.357409,0.140477,0.573475,1,false,33,45.1613,0.580645,0.464892,44.3868,4,10,3,5,15,-0.769622,2.403845,1.016675,0.754844,3,true,true,true,false,false,true,true,false,false,"is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=32.6%","IS_clusters=1(2);OOS_clusters=3(6);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,10,0.005,1.5,true,40,25,55.0000,0.375000,0.285105,48.3357,4,5,8,3,9,0.811350,-0.155519,0.171664,0.559586,1,false,18,52.9412,0.323529,0.229870,53.3215,2,7,3,1,7,-0.682702,1.422617,1.448014,0.326876,1,true,true,true,true,true,false,true,false,false,"oos_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=53.3%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,5,0.005,1.5,true,40,25,55.0000,0.375000,0.285105,48.3357,4,5,8,3,9,0.811350,-0.155519,0.171664,0.559586,1,false,18,52.9412,0.323529,0.229870,53.3215,2,7,3,1,7,-0.682702,1.422617,1.448014,0.326876,1,true,true,true,true,true,false,true,false,false,"oos_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=53.3%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,10,0.003,2.5,true,80,18,41.1765,0.441176,0.347214,53.8129,4,4,6,4,4,0.683257,0.062546,-0.206795,1.207170,0,true,16,37.5000,0.312500,0.220828,61.7604,2,6,4,0,6,-1.094102,1.559119,,0.643564,0,true,true,true,false,false,false,false,false,false,"is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|is_small_n_pos>30%:Q1_n=4_share=40.6%;Q4_n=4_share=53.8%|oos_small_n_pos>30%:Q2_n=4_share=61.8%",""
combo,15,5,1.5,5,0.003,2.5,true,80,18,41.1765,0.441176,0.347214,53.8129,4,4,6,4,4,0.683257,0.062546,-0.206795,1.207170,0,true,16,37.5000,0.312500,0.220828,61.7604,2,6,4,0,6,-1.094102,1.559119,,0.643564,0,true,true,true,false,false,false,false,false,false,"is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|is_small_n_pos>30%:Q1_n=4_share=40.6%;Q4_n=4_share=53.8%|oos_small_n_pos>30%:Q2_n=4_share=61.8%",""
combo,15,5,1.5,10,0.003,2.5,false,80,54,38.2979,0.340426,0.238069,69.2362,2,13,14,14,13,-0.121757,0.810044,-0.026240,0.329934,1,false,38,37.1429,0.300000,0.212109,46.8071,4,10,4,5,19,-0.745145,1.559119,0.335220,0.435168,2,true,true,true,false,false,true,true,false,false,"is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=41.9%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,5,0.003,2.5,false,80,54,38.2979,0.340426,0.238069,69.2362,2,13,14,14,13,-0.121757,0.810044,-0.026240,0.329934,1,false,38,37.1429,0.300000,0.212109,46.8071,4,10,4,5,19,-0.745145,1.559119,0.335220,0.435168,2,true,true,true,false,false,true,true,false,false,"is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=41.9%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,10,0.003,2.5,false,40,43,37.9310,0.327586,0.211616,41.7137,2,10,8,13,12,0.318619,0.631284,-0.327043,0.411049,1,false,33,46.4286,0.625000,0.530101,64.3544,4,10,3,5,15,-0.711054,2.421358,0.682308,1.051567,3,false,true,true,false,true,false,true,true,false,"is_wr_not_above_baseline|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=3(6);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,5,0.003,2.5,false,40,43,37.9310,0.327586,0.211616,41.7137,2,10,8,13,12,0.318619,0.631284,-0.327043,0.411049,1,false,33,46.4286,0.625000,0.530101,64.3544,4,10,3,5,15,-0.711054,2.421358,0.682308,1.051567,3,false,true,true,false,true,false,true,true,false,"is_wr_not_above_baseline|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=3(6);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1.5,10,0.003,2.5,false,80,23,38.0952,0.333333,0.204241,64.6625,2,3,5,8,7,-1.081860,0.974667,0.380462,-0.154825,1,false,20,50.0000,0.750000,0.651583,97.9253,4,5,1,3,11,-0.405511,-1.074866,0.102565,1.613692,1,false,true,true,false,false,false,true,true,false,"is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1.5,5,0.003,2.5,false,80,23,38.0952,0.333333,0.204241,64.6625,2,3,5,8,7,-1.081860,0.974667,0.380462,-0.154825,1,false,20,50.0000,0.750000,0.651583,97.9253,4,5,1,3,11,-0.405511,-1.074866,0.102565,1.613692,1,false,true,true,false,false,false,true,true,false,"is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1,10,0.005,2,false,80,55,44.2308,0.326923,0.203721,72.6622,1,12,11,15,17,0.661773,-0.030505,0.027644,0.164274,3,false,35,50.0000,0.500000,0.385970,44.4534,4,12,3,5,15,-0.367757,1.903845,0.720073,0.621019,2,true,true,true,false,false,true,true,false,false,"is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=34.1%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1.5,10,0.005,2.5,true,80,11,44.4444,0.555556,0.445459,60.8952,1,2,3,2,4,2.441369,0.038130,0.671664,0.036682,0,true,10,37.5000,0.312500,0.199079,100.0000,4,4,1,0,5,-1.118424,-1.074866,,1.505692,0,false,true,true,false,false,false,false,true,false,"is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|is_small_n_pos>30%:Q1_n=2_share=60.9%;Q3_n=2_share=33.5%",""
combo,20,3,1.5,5,0.005,2.5,true,80,11,44.4444,0.555556,0.445459,60.8952,1,2,3,2,4,2.441369,0.038130,0.671664,0.036682,0,true,10,37.5000,0.312500,0.199079,100.0000,4,4,1,0,5,-1.118424,-1.074866,,1.505692,0,false,true,true,false,false,false,false,true,false,"is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|is_small_n_pos>30%:Q1_n=2_share=60.9%;Q3_n=2_share=33.5%",""
combo,20,5,1.5,10,0.003,1.5,false,80,43,53.6585,0.341463,0.237030,40.7013,1,10,8,13,12,0.425869,0.453633,-0.062088,0.234139,1,false,33,51.6129,0.290323,0.197991,46.8610,4,10,3,5,15,-0.596270,1.422617,0.432438,0.436183,3,true,true,true,true,true,true,true,false,false,"oos_small_n_pos>30%:Q2_n=3_share=35.3%","IS_clusters=1(2);OOS_clusters=3(6);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,5,0.003,1.5,false,80,43,53.6585,0.341463,0.237030,40.7013,1,10,8,13,12,0.425869,0.453633,-0.062088,0.234139,1,false,33,51.6129,0.290323,0.197991,46.8610,4,10,3,5,15,-0.596270,1.422617,0.432438,0.436183,3,true,true,true,true,true,true,true,false,false,"oos_small_n_pos>30%:Q2_n=3_share=35.3%","IS_clusters=1(2);OOS_clusters=3(6);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1.5,10,0.005,1.5,false,80,54,52.0000,0.300000,0.203645,59.4372,1,12,11,15,16,0.593010,0.266445,-0.137710,0.137534,2,false,35,51.5152,0.287879,0.197715,47.0209,4,12,3,5,15,-0.470064,1.422617,0.435449,0.440019,2,true,true,true,false,false,true,true,false,false,"is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=35.1%","IS_clusters=2(4);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,5,0.005,1.5,false,80,54,52.0000,0.300000,0.203645,59.4372,1,12,11,15,16,0.593010,0.266445,-0.137710,0.137534,2,false,35,51.5152,0.287879,0.197715,47.0209,4,12,3,5,15,-0.470064,1.422617,0.435449,0.440019,2,true,true,true,false,false,true,true,false,false,"is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=35.1%","IS_clusters=2(4);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
ofat,20,4,1,10,0.005,1.5,false,80,41,53.6585,0.341463,0.207676,57.9259,3,7,9,11,14,0.335588,-0.014848,0.455420,0.092114,1,false,29,51.8519,0.296296,0.183829,52.5743,4,11,1,4,13,-0.432685,1.410613,0.800137,0.464705,2,true,true,true,true,false,false,true,false,false,"is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q3_n=4_share=32.9%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1,10,0.005,1.5,false,40,55,54.0000,0.350000,0.223013,46.2493,4,12,11,15,17,0.406373,0.014950,0.126099,0.343807,3,false,35,51.5152,0.287879,0.175195,46.0268,4,12,3,5,15,-0.492757,1.403845,0.420073,0.414047,2,true,true,true,true,true,true,true,false,false,"oos_small_n_pos>30%:Q2_n=3_share=36.0%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,5,0.005,1.5,false,40,55,54.0000,0.350000,0.223013,46.2493,4,12,11,15,17,0.406373,0.014950,0.126099,0.343807,3,false,35,51.5152,0.287879,0.175195,46.0268,4,12,3,5,15,-0.492757,1.403845,0.420073,0.414047,2,true,true,true,true,true,true,true,false,false,"oos_small_n_pos>30%:Q2_n=3_share=36.0%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1,10,0.005,1.5,false,60,55,53.7037,0.342593,0.219447,37.4788,1,12,11,15,17,0.370106,0.014950,0.212536,0.253522,3,false,35,51.5152,0.287879,0.175195,46.0268,4,12,3,5,15,-0.492757,1.403845,0.420073,0.414047,2,true,true,true,true,true,true,true,false,false,"oos_small_n_pos>30%:Q2_n=3_share=36.0%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
baseline,20,5,1,10,0.005,1.5,false,80,55,52.7273,0.318182,0.196348,41.1263,1,12,11,15,17,0.370106,0.014950,0.212536,0.176785,3,false,35,51.5152,0.287879,0.175195,46.0268,4,12,3,5,15,-0.492757,1.403845,0.420073,0.414047,2,true,true,true,false,true,true,true,false,false,"is_wr_not_above_baseline|oos_small_n_pos>30%:Q2_n=3_share=36.0%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1,5,0.005,1.5,false,80,55,52.7273,0.318182,0.196348,41.1263,1,12,11,15,17,0.370106,0.014950,0.212536,0.176785,3,false,35,51.5152,0.287879,0.175195,46.0268,4,12,3,5,15,-0.492757,1.403845,0.420073,0.414047,2,true,true,true,false,true,true,true,false,false,"is_wr_not_above_baseline|oos_small_n_pos>30%:Q2_n=3_share=36.0%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1,8,0.005,1.5,false,80,55,52.7273,0.318182,0.196348,41.1263,1,12,11,15,17,0.370106,0.014950,0.212536,0.176785,3,false,35,51.5152,0.287879,0.175195,46.0268,4,12,3,5,15,-0.492757,1.403845,0.420073,0.414047,2,true,true,true,false,true,true,true,false,false,"is_wr_not_above_baseline|oos_small_n_pos>30%:Q2_n=3_share=36.0%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1,15,0.005,1.5,false,80,55,52.7273,0.318182,0.196348,41.1263,1,12,11,15,17,0.370106,0.014950,0.212536,0.176785,3,false,35,51.5152,0.287879,0.175195,46.0268,4,12,3,5,15,-0.492757,1.403845,0.420073,0.414047,2,true,true,true,false,true,true,true,false,false,"is_wr_not_above_baseline|oos_small_n_pos>30%:Q2_n=3_share=36.0%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1,20,0.005,1.5,false,80,55,52.7273,0.318182,0.196348,41.1263,1,12,11,15,17,0.370106,0.014950,0.212536,0.176785,3,false,35,51.5152,0.287879,0.175195,46.0268,4,12,3,5,15,-0.492757,1.403845,0.420073,0.414047,2,true,true,true,false,true,true,true,false,false,"is_wr_not_above_baseline|oos_small_n_pos>30%:Q2_n=3_share=36.0%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,10,0.005,2.5,false,80,54,36.9565,0.293478,0.196010,72.3601,1,12,11,15,16,0.874851,0.300756,-0.022325,-0.112466,2,false,35,41.9355,0.467742,0.376386,55.7724,4,12,3,5,15,-0.777927,1.255950,1.035449,0.940004,2,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=2(4);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,5,0.005,2.5,false,80,54,36.9565,0.293478,0.196010,72.3601,1,12,11,15,16,0.874851,0.300756,-0.022325,-0.112466,2,false,35,41.9355,0.467742,0.376386,55.7724,4,12,3,5,15,-0.777927,1.255950,1.035449,0.940004,2,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=2(4);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,10,0.005,2.5,true,40,25,37.5000,0.312500,0.194963,59.6285,1,5,8,3,9,1.263977,-0.539976,0.060406,0.596529,1,false,18,43.7500,0.531250,0.413654,54.0986,2,7,3,1,7,-1.118646,2.403845,2.436739,0.613678,1,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=54.1%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,5,0.005,2.5,true,40,25,37.5000,0.312500,0.194963,59.6285,1,5,8,3,9,1.263977,-0.539976,0.060406,0.596529,1,false,18,43.7500,0.531250,0.413654,54.0986,2,7,3,1,7,-1.118646,2.403845,2.436739,0.613678,1,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=54.1%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1,10,0.005,1.5,false,40,27,53.8462,0.346154,0.193743,35.7265,1,5,5,8,9,0.405442,0.342191,0.276582,-0.070769,1,false,20,66.6667,0.666667,0.545848,74.5269,4,6,1,2,11,0.124165,1.410613,0.173597,0.813608,0,false,false,true,true,true,false,true,true,false,"is_er_below_baseline|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=0(0);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1,5,0.005,1.5,false,40,27,53.8462,0.346154,0.193743,35.7265,1,5,5,8,9,0.405442,0.342191,0.276582,-0.070769,1,false,20,66.6667,0.666667,0.545848,74.5269,4,6,1,2,11,0.124165,1.410613,0.173597,0.813608,0,false,false,true,true,true,false,true,true,false,"is_er_below_baseline|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=0(0);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1,10,0.005,2.5,false,40,27,38.0952,0.333333,0.173680,93.6662,2,5,5,8,9,0.078669,0.942191,0.013759,-0.197460,1,false,20,56.2500,0.968750,0.843593,75.9883,4,6,1,2,11,-0.430481,2.410613,0.673597,1.486510,0,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=0(0);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1,5,0.005,2.5,false,40,27,38.0952,0.333333,0.173680,93.6662,2,5,5,8,9,0.078669,0.942191,0.013759,-0.197460,1,false,20,56.2500,0.968750,0.843593,75.9883,4,6,1,2,11,-0.430481,2.410613,0.673597,1.486510,0,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=0(0);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1,10,0.003,2.5,false,80,23,38.0952,0.333333,0.170005,65.9149,2,3,5,8,7,-1.097352,0.942191,0.348011,-0.197460,1,false,20,55.5556,0.944444,0.820999,63.5120,4,5,1,3,11,-0.430481,2.410613,1.255648,1.194759,1,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1,5,0.003,2.5,false,80,23,38.0952,0.333333,0.170005,65.9149,2,3,5,8,7,-1.097352,0.942191,0.348011,-0.197460,1,false,20,55.5556,0.944444,0.820999,63.5120,4,5,1,3,11,-0.430481,2.410613,1.255648,1.194759,1,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1.25,10,0.005,1.5,false,80,55,50.9804,0.274510,0.168459,66.7990,1,12,11,15,17,0.586423,0.255721,-0.149484,0.045646,2,false,35,51.5152,0.287879,0.187761,46.5976,4,12,3,5,15,-0.480151,1.414273,0.428599,0.428623,2,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=35.5%","IS_clusters=2(4);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,10,0.005,1.5,true,80,25,52.1739,0.304348,0.215482,67.2923,1,5,8,3,9,0.935458,-0.155519,-0.250157,0.324773,1,false,18,50.0000,0.250000,0.158031,53.3215,2,7,3,1,7,-0.737062,1.422617,1.448014,0.326876,1,true,true,false,false,false,false,true,false,false,"oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=53.3%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,5,0.005,1.5,true,80,25,52.1739,0.304348,0.215482,67.2923,1,5,8,3,9,0.935458,-0.155519,-0.250157,0.324773,1,false,18,50.0000,0.250000,0.158031,53.3215,2,7,3,1,7,-0.737062,1.422617,1.448014,0.326876,1,true,true,false,false,false,false,true,false,false,"oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=53.3%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,10,0.005,2.5,false,40,55,36.8421,0.289474,0.155211,78.0314,4,12,11,15,17,0.072820,0.039216,0.042154,0.418391,3,false,35,45.1613,0.580645,0.466246,47.0777,4,12,3,5,15,-0.800953,2.403845,1.020073,0.912685,2,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=31.0%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,5,0.005,2.5,false,40,55,36.8421,0.289474,0.155211,78.0314,4,12,11,15,17,0.072820,0.039216,0.042154,0.418391,3,false,35,45.1613,0.580645,0.466246,47.0777,4,12,3,5,15,-0.800953,2.403845,1.020073,0.912685,2,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=31.0%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1.5,10,0.005,2.5,false,80,26,36.3636,0.272727,0.151026,62.3650,2,5,5,8,8,0.092549,0.974667,0.380462,-0.641662,0,false,20,50.0000,0.750000,0.650326,89.8225,4,6,1,2,11,-0.405511,-1.074866,0.687370,1.516612,0,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%",""
combo,20,3,1.5,5,0.005,2.5,false,80,26,36.3636,0.272727,0.151026,62.3650,2,5,5,8,8,0.092549,0.974667,0.380462,-0.641662,0,false,20,50.0000,0.750000,0.650326,89.8225,4,6,1,2,11,-0.405511,-1.074866,0.687370,1.516612,0,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%",""
ofat,20,5,1,10,0.005,1.5,false,120,55,52.7273,0.318182,0.196348,41.1263,1,12,11,15,17,0.370106,0.014950,0.212536,0.176785,3,false,35,50.0000,0.250000,0.139649,40.7953,4,12,3,5,15,-0.492757,1.403845,0.420073,0.310661,2,true,true,false,false,true,true,true,false,false,"oos_er_below_baseline|is_wr_not_above_baseline|oos_small_n_pos>30%:Q2_n=3_share=39.5%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,15,3,1,10,0.003,2.5,false,80,34,36.6667,0.283333,0.139242,62.4799,2,9,7,10,8,-0.588861,0.863445,0.403287,-0.196345,1,false,25,39.1304,0.369565,0.250222,66.6621,4,8,1,2,14,-0.689594,2.410613,0.673597,0.626172,1,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,15,3,1,5,0.003,2.5,false,80,34,36.6667,0.283333,0.139242,62.4799,2,9,7,10,8,-0.588861,0.863445,0.403287,-0.196345,1,false,25,39.1304,0.369565,0.250222,66.6621,4,8,1,2,14,-0.689594,2.410613,0.673597,0.626172,1,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1,10,0.005,1.5,true,80,24,50.0000,0.250000,0.137775,62.4164,4,5,7,4,8,0.417199,-0.048108,-0.476733,0.433035,0,false,21,52.3810,0.309524,0.204514,59.1622,2,7,4,2,8,-0.756741,1.418705,1.444887,0.128423,0,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=59.2%;Q3_n=2_share=30.1%",""
combo,15,5,1,5,0.005,1.5,true,80,24,50.0000,0.250000,0.137775,62.4164,4,5,7,4,8,0.417199,-0.048108,-0.476733,0.433035,0,false,21,52.3810,0.309524,0.204514,59.1622,2,7,4,2,8,-0.756741,1.418705,1.444887,0.128423,0,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=59.2%;Q3_n=2_share=30.1%",""
combo,15,5,1,10,0.003,2.5,false,80,54,36.1702,0.265957,0.136572,44.8414,2,13,14,14,13,-0.456803,0.466503,0.213993,0.294191,1,false,38,40.0000,0.400000,0.290011,54.2635,2,10,4,5,19,-0.767892,2.418705,0.319414,0.409839,2,true,false,true,false,true,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=54.3%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1,5,0.003,2.5,false,80,54,36.1702,0.265957,0.136572,44.8414,2,13,14,14,13,-0.456803,0.466503,0.213993,0.294191,1,false,38,40.0000,0.400000,0.290011,54.2635,2,10,4,5,19,-0.767892,2.418705,0.319414,0.409839,2,true,false,true,false,true,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=54.3%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,10,0.005,1.5,true,40,25,56.5217,0.413043,0.299783,64.9839,4,5,8,3,9,0.800306,-0.178544,-0.272927,0.742615,1,false,18,50.0000,0.250000,0.135903,54.2672,2,7,3,1,7,-0.759211,1.403845,1.436739,0.301780,1,true,true,false,true,false,false,true,false,false,"oos_er_below_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=54.3%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,5,0.005,1.5,true,40,25,56.5217,0.413043,0.299783,64.9839,4,5,8,3,9,0.800306,-0.178544,-0.272927,0.742615,1,false,18,50.0000,0.250000,0.135903,54.2672,2,7,3,1,7,-0.759211,1.403845,1.436739,0.301780,1,true,true,false,true,false,false,true,false,false,"oos_er_below_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=54.3%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1,10,0.005,1.5,true,80,25,56.0000,0.400000,0.288606,51.1522,4,5,8,3,9,0.924423,-0.178544,-0.272927,0.537796,1,false,18,50.0000,0.250000,0.135903,54.2672,2,7,3,1,7,-0.759211,1.403845,1.436739,0.301780,1,true,true,false,true,false,false,true,false,false,"oos_er_below_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=54.3%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
